Review,Summary,Sentiment
absolut rubbish,dont like devic sound qualiti want refund product want buy one plu bullet z seri bass edit product poor qualiti ur team help poor servic ur team,0.0
value-for-money,thing good dual devic pair featur miss,0.0
unsatisfactori,unabl conect devic,0.0
worthless,item deliv app updat deliv bad experi till unabl resolv issuecontact multipl time unprofession behaviour didnt expect happen lot difficult time follow,0.0
nice product,sound qualiti superb build qualiti poor compar one plu bullet z bass edit,0.0
utterli disappoint,mark word oneplu take review serious manufactur rubbish type product market hegemoni destroy decim within year u compromis built qualiti disappoint proper sound nois cancel like wors absolut dull product,0.0
recommend,bad product seriou connect issu want return return button work took back front page everytim,0.0
pretti good,small ear pain 5 min get pain good product,0.0
absolut rubbish,bad devic life,0.0
recommend,worst moneynois cancel work devic connect good call irritatung clear sound,0.0
terribl product,worst product bought life,0.0
horribl,didnt reciev item flipkart supportingnot even call wrong nd money also gone wastefrom next time onward never order flipkart,0.0
absolut rubbish,wast money,0.0
terribl product,bass worst,0.0
utterli disappoint,bad product,0.0
worthless,dont like devic sound qualiti want refund product want buy one plu bullet z seri bass edit product poor qualiti ur team help poor servic ur team,0.0
worst experi ever,20 day ware also broken automat,0.0
utterli disappoint,pair issu sound qualiti poor two devic pair time,0.0
meet expect,batteri capac low,0.0
terribl product,receiv use blutooth devic request return one tech support assign home visit deni come home call close whole enquiri way flipkart work,0.0
horribl,multipoint connectionth pathet reason understand product useless want return thu,0.0
utterli disappoint,flipkart replac servic bad oneplu bullet wireless z2 yearphon badqual mice badqual west moni bodi bay product,0.0
worst experi ever,bad,0.0
unsatisfactori,wast app spoil money app wast bad app,0.0
worst experi ever,sound qualiti expectedand mice qualiti poorcal time nois cancel workingm qualiti bad,0.0
utterli disappoint,sound qualiti bad,0.0
worthless,bad qualiti batteri backup 9 hour request custom dont buy,0.0
slightli disappoint,music qualiti wors bullet z regret purchas,0.0
worthless,audio drop problem occur phone jean pocketit drop sound frequentlyit big con neckband,0.0
horribl,bad product plz dont wast money product go realm,0.0
poor,pain ear use time bass less compar bass edit,0.0
absolut rubbish,comfort ear listion song listion sound recommend dont purchas itemcar refund,0.0
utterli disappoint,nois cancel work,0.0
worthless,dont like product also time flipkart servic also much disappoint,0.0
terribl product,verri bad flipkart respons product replac iam verri hungari,0.0
absolut rubbish,bass low compar soni xb400 sound qualiti also upto soni better go soni,0.0
unsatisfactori,product good shown happi product would advis take,0.0
recommend,music effectbett purchas oneplu z bass edit,0.0
unsatisfactori,hurt ear ear pain insidethi product comfort,0.0
unsatisfactori,bulki fit properli return polici think twice buy,0.0
useless product,order increas bass ruin vocal,0.0
worst experi ever,worst product,0.0
useless product,wast product,0.0
classi product,poor,0.0
job,nois cancel work,0.0
utterli disappoint,worst product receiv,0.0
worthless,good expect one plu z base edit good one plu z2,0.0
worst experi ever,bad product wast money,0.0
useless product,useless productdont buyun happi servic flitkart,0.0
decent product,support devic,0.0
absolut rubbish,damag item,0.0
expect better product,plz dont purchas ear size smalland loud bass suppr vocal instrument sound,0.0
worst experi ever,bass bad sound distort,0.0
wast money,design goodno comfort,0.0
fair,heavi bass batteri backup awesom vocal sound low,0.0
absolut rubbish,poor batteri backup hard plastic pain year,0.0
excel,go gr8 bass asom n variant make realiz bass edit z1 much good,0.0
utterli disappoint,sound problem solv,0.0
useless product,sound qualiti low problem,0.0
worst experi ever,hate flipkart hate product,0.0
hate,ear lead comfort ear,0.0
fair,sound bass qualiti poor want return product,0.0
fair,nice product soumd qualiti good boat provid,0.0
wonder,realli pain long use,0.0
n't wast money,good technician,0.0
mind-blow purchas,batteri problembut return option availabledont buy product flipkart wast moneyim happi product,0.0
unsatisfactori,worst product fake return polici dont buy,0.0
unsatisfactori,worst experi flipkart,0.0
unsatisfactori,worst product total wast money servic worst total wast money product,0.0
wast money,dont buy money wast respons return polici wast product,0.0
horribl,pleas dont pay product ye 0 call nois cancel worst product dont pay product flipkart also respons issu dont purchas one plu z2 also dont purchas flipkart,0.0
wast money,product didnt support mobil want return product return option isnt work,0.0
terribl product,bad qualiti spekar,0.0
utterli disappoint,thish bad product dont purchas item,0.0
n't wast money,money wast product fit ear,0.0
horribl,product connect spotli slow,0.0
recommend,poor qualiti,0.0
moder,poor qualiti,0.0
absolut rubbish,use,0.0
wast money,good,0.0
useless product,oneplu bullet wireless z2 headphon work bluetooth option call nois pollut work,0.0
absolut rubbish,worst product creat flicker sound connect redmi 9 prime,0.0
recommend,sound qualiti good compani introduc 125mm driver sound qualiti bass averag,0.0
worthless,filpkart product worst,0.0
slightli disappoint,toggl button two devic miss avail previou version realli disappoint product also call qualiti poor compar previou one,0.0
worst experi ever,bad,0.0
poor,valu money,0.0
fair,there call disconnect micro botton,0.0
worst experi ever,damag produkt,0.0
terrif purchas,nice product sound qualiti good,0.0
worst experi ever,everyth work fine till last day felt good made india product well awesom product buy thoughtbut miseri batteri last 10 hr play 80 percent volumesad part drain 20 twice time notifi batteri low thought charg reach 5 trun automat sad say line mivii dont know turn 20becaus cheat tri buy brand useless dont know mu,0.0
hate,1 month aux port work properli bluetooth disconnect automat play musicand custom support well total wast money 1st mivi bluetooth speaker disappointmivi custom support welldont purchas,0.0
worst experi ever,sound qualiti good low bass even high volum also one thing full charg doesnt work 12 day automat batteri drain outdischarg charg againa per view seem good product price rang,0.0
pretti good,dont fall posit reviewsat around 7080 volum speaker loud 80 sound appropri term loudnessbass rich sound like suppress bass use portron drum first edit mindblowingi go portron drum boat 1000650 etc next time wast money speaker,0.0
decent product,though speaker bad connect problem mostli bluetooth pair show pair doesnt connect remov devic pair aux featur issu mic almost useless peopl abl listen use way laptop mic separ mic avail big issu wonderboom see differ sound qualiti though bass ok speaker clariti good even,0.0
delight,good charg level low sound qualiti reduc fulli charg bass sound goe point notic genuin use,0.0
good,good design excel batteri backup good qualiti sound one neg big mistak speaker memori card slot usb slot custom want input method memmori card slot give 5 star product give 3 star,0.0
must buy,cant believ amaz sound,0.0
wast money,sound good replac reject,0.0
worst experi ever,hate initi batteri good day batteri drain fast 80 20 fast 1 hour cant use come 20 design sound qualiti goodbut batteri disappoint use full volum give 24 hour back instead say give 45 hour disappoint mivi,0.0
meet expect,dont buy speaker wast money mosley speaker work,0.0
horribl,one month use respondingbatteri charg connect issu comingfac lot troubl,0.0
unsatisfactori,stop work 2 month,0.0
wast money,sound distort song 70 volum,0.0
utterli disappoint,batteri drain fast,0.0
good,expect qualitybt unfortun bcoz product get scratch fall water stop sing truli im terrifi becoz think lost 1200 rupe bt still work hoursbt like product,0.0
meet expect,receiv defect piec everi song sound automat reduc mid volum u increas ur phone u push volum button speaker afer everi song annoy,0.0
expect better product,sound qualiti greatbut problem speaker loudif want qualiti batteri life buy itbut want loud sound dont purchas iti didnt like dont care sound qualiti want loud sound,0.0
horribl,didnt last 1month wast moneyfraud compani,0.0
utterli disappoint,worst product mivi heard made india exit buy use product 2 3 day hve sever problem1connect issue2that minu volum work 3now day volum low worst experi ever,0.0
recommend,sound qualiti bass patheticveri disappoint,0.0
n't wast money,worst experi flipkartit like cover speaker clariti sound poor request return 8bday initi process fulli disappoint,0.0
slightli disappoint,syedsound loud clear,0.0
expect better product,ok good,0.0
n't wast money,bass recommond high sound,0.0
poor,bad perform,0.0
